price,Color,Type,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Clock Speed,Operating System,Touchscreen,Screen Size,Screen Resolution,Bluetooth,Weight,Disk Drive
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
42490.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,4.1,Windows 10 Home,0,35.56,1920.0,5.0,1.46,Not Available
169990.0,Abyssal Black,Gaming Laptop,0.0,Intel,Core i9,1,1024.0,32,DDR4,2.5,Windows 11 Home,0,39.62,1920.0,5.1,2.3,Not Available
44990.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,4.1,Windows 10 Home,0,39.62,1920.0,5.0,1.77,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
71990.0,Platinum Silver,2 in 1 Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.5,Windows 11 Home,1,35.56,1920.0,5.1,1.46,Not Available
79990.0,Pine Grey,2 in 1 Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.2,Windows 10 Home,1,33.78,1920.0,5.0,1.3,Not Available
54990.0,Mineral Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,33.02,2560.0,5.1,2.015,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
89990.0,Graphite Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,16,DDR4,2.7,Windows 10 Home,0,39.62,1920.0,5.2,2.3,Not Available
40990.0,Accent Black,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 10,0,38.0,1920.0,4.1,1.58,Not Available
44990.0,Carbon Grey,Notebook,0.0,Intel,Core i5,1,512.0,8,DDR4,4.2,Windows 10 Home,0,35.56,1920.0,5.1,1.3,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
69990.0,Shadow Black,Gaming Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,3.3,Windows 11 Home,0,39.62,1920.0,5.0,2.25,Not Available
37990.0,Platinum Grey,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 11 Home,0,35.56,1920.0,5.0,1.5,Not Available
138990.0,Obsidian Black,Gaming Laptop,1.0,Intel,Core i7,1,1024.0,16,DDR5,3.5,Windows 11 Home,0,39.62,2560.0,5.2,2.57,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
29999.0,Star Grey,Laptop,0.0,Intel,Celeron Dual Core,1,128.0,4,DDR4,2.8,Windows 11 Home,1,29.46,1366.0,4.2,1.4,Not Available
49990.0,Indie Black,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.0,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
24990.0,Star Grey,Laptop,0.0,Intel,Celeron Dual Core,1,128.0,4,DDR4,2.8,Windows 11 Home,0,29.46,1366.0,5.2,1.26,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
46790.0,Carbon Black,Thin and Light Laptop,1.0,AMD,Ryzen 5 Dual Core,1,512.0,8,DDR4,2.1,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
42990.0,Natural Silver,Thin and Light Laptop,1.0,AMD,Ryzen 3 Quad Core,1,512.0,8,DDR4,3.8,Windows 10 Home,0,39.62,1920.0,4.2,1.69,Not Available
63990.0,Transparent Silver,2 in 1 Laptop,1.0,Intel,Core i5,1,512.0,8,LPDDR4X,2.4,Windows 11 Home,1,35.56,1920.0,5.0,1.5,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
39990.0,Noble Red,Thin and Light Laptop,0.0,Intel,Core i5,1,512.0,8,LPDDR4X,1.0,Windows 11 Home,0,35.56,1920.0,5.1,1.48,Not Available
34990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,4,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,1.8,Not Available
27990.0,Transparent Silver,Laptop,0.0,Intel,Pentium Quad Core,0,0.0,4,LPDDR4,1.1,Windows 10 Home,0,39.62,1920.0,4.2,1.9,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
34999.0,Pure Silver,Thin and Light Laptop,0.0,Intel,Core i3,1,256.0,4,DDR4,3.0,Windows 11 Home,0,39.62,1920.0,5.0,1.7,Not Available
52990.0,Pure Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 11 Home,0,39.62,1920.0,5.1,1.65,Not Available
42490.0,Carbon,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 10,0,39.62,1920.0,5.0,1.85,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
40990.0,Titan Gray,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,1.2,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
44490.0,Carbon Black,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,4.1,Windows 11 Home,0,39.62,1920.0,5.0,1.9,Not Available
42090.0,Black,Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,2.4,Windows 10 Home,0,38.0,1980.0,5.0,1.86,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
53990.0,Natural Silver,2 in 1 Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 11 Home,1,35.56,1920.0,5.2,1.52,Not Available
133990.0,Space Grey,Thin and Light Laptop,0.0,Apple,M1,1,512.0,8,DDR4,2.7,Mac OS Big Sur,0,33.78,2560.0,5.0,1.4,Not Available
42490.0,Natural Silver,Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.7,Windows 11 Home,0,39.62,1920.0,5.0,1.69,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,1.8,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
69490.0,Dark Shadow Grey,Gaming Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.6,Windows 11 Home,0,39.62,1920.0,5.0,2.65,Not Available
77990.0,Black,Laptop,1.0,Intel,Core i5,1,512.0,16,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
48490.0,Arctic Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,256.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,1.65,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
63590.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,1024.0,8,DDR4,2.5,Windows 11 Home,0,39.62,1920.0,5.1,2.3,Not Available
33999.0,Jet Black,Thin and Light Laptop,1.0,Intel,Pentium Quad Core,1,256.0,8,DDR4,1.1,Windows 11 Home,0,35.56,1366.0,4.2,1.46,Not Available
77990.0,Abyss Blue,2 in 1 Laptop,1.0,AMD,Ryzen 7 Octa Core,1,512.0,16,DDR4,1.8,Windows 11 Home,1,33.78,1920.0,5.0,2.12,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
76990.0,Eclipse Gray,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,512.0,8,DDR4,2.9,Windows 10 Home,0,39.62,1920.0,5.1,2.1,Not Available
62990.0,Golden Navy Blue,Thin and Light Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,1.8,Windows 10 Home,0,35.56,1920.0,4.2,1.25,Not Available
51990.0,Charcoal Black,Gaming Laptop,0.0,AMD,Ryzen 5 Quad Core,1,512.0,8,DDR4,2.1,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
41690.0,Transparent Silver,Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.0,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
42490.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,4.1,Windows 10 Home,0,35.56,1920.0,5.0,1.46,Not Available
169990.0,Abyssal Black,Gaming Laptop,0.0,Intel,Core i9,1,1024.0,32,DDR4,2.5,Windows 11 Home,0,39.62,1920.0,5.1,2.3,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
40990.0,Accent Black,Thin and Light Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,1.7,Windows 10,0,35.56,1920.0,4.1,1.58,Not Available
69990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,4.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
127990.0,Silver,Thin and Light Laptop,0.0,Apple,M1,1,512.0,8,DDR4,4.1,Mac OS Big Sur,0,33.78,2560.0,5.0,1.4,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
43490.0,Charcoal Gray,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,3.0,Windows 10,0,39.62,1920.0,5.0,1.8,Not Available
55990.0,Real Gray,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,35.56,2160.0,5.2,1.38,Not Available
107990.0,Silver,Thin and Light Laptop,0.0,Apple,M1,1,256.0,8,DDR4,3.0,Mac OS Big Sur,0,33.78,2560.0,5.0,1.4,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
62490.0,Onyx Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,4.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
55990.0,Natural Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 10 Home,0,39.62,1920.0,5.0,1.75,Not Available
78990.0,Graphite Black,Gaming Laptop,0.0,Intel,Core i5,1,1024.0,8,DDR4,2.7,Windows 10 Home,0,43.94,1920.0,5.2,2.6,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,1.9,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
41990.0,Dune,Thin and Light Laptop,1.0,AMD,Ryzen 5 Quad Core,1,256.0,8,DDR4,2.1,Windows 10 Home,0,35.56,1920.0,4.1,1.59,Not Available
54990.0,Iron Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,35.56,1920.0,5.0,1.6,Not Available
75190.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,16,DDR4,2.5,Windows 11 Home,1,35.56,1920.0,5.2,1.52,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
62990.0,Bespoke Black,2 in 1 Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 10 Home,1,35.56,1920.0,5.0,1.5,Not Available
48990.0,Dune,Thin and Light Laptop,1.0,AMD,Ryzen 5 Quad Core,1,512.0,8,DDR4,2.1,Windows 10,0,35.56,1920.0,4.1,1.58,Not Available
134990.0,Celestial Blue,Thin and Light Laptop,1.0,Intel,Core i7,1,1024.0,16,LPDDR4X,2.9,Windows 11 Home,1,35.56,1920.0,5.2,1.62,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
56690.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.2,Windows 11 Home,0,35.56,1920.0,5.0,1.49,Not Available
110990.0,Volt Green,Gaming Laptop,1.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR5,4.7,Windows 11 Home,0,39.62,1920.0,5.2,2.1,Not Available
67990.0,Graphite Grey,Thin and Light Laptop,1.0,AMD,Ryzen 7 Octa Core,1,512.0,16,DDR4,1.8,Windows 10 Home,0,39.62,1920.0,5.0,1.66,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
66890.0,Black Plastic,Gaming Laptop,0.0,AMD,Ryzen 7 Quad Core,1,512.0,8,DDR4,2.3,Windows 10 Home,0,43.94,1920.0,5.0,2.7,Not Available
36990.0,Accent Black,Laptop,1.0,AMD,Ryzen 3 Dual Core,0,0.0,8,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,4.1,1.83,Not Available
87716.0,Mica Silver,Gaming Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,3.3,Windows 11 Home,0,40.89,1920.0,5.2,2.32,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
35490.0,Platinum Grey,Thin and Light Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,2.1,Windows 11 Home,0,39.62,1920.0,5.0,1.7,Not Available
72990.0,Shadow Black,Gaming Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,3.1,Windows 11 Home,0,39.62,1920.0,5.0,2.25,Not Available
37990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,1.2,Windows 10 Home,0,39.62,1920.0,4.1,1.8,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,1.2,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
43490.0,Black,Notebook,0.0,Intel,Core i3,1,256.0,8,DDR4,2.4,Windows 10 Home,0,35.56,1920.0,5.1,1.68,Not Available
49940.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,4.1,Windows 11 Home,0,35.56,1920.0,5.0,1.49,Not Available
158490.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,2560.0,5.0,2.37,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
62490.0,Onyx Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.1,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
107990.0,Black,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.1,2.35,Not Available
58890.0,Silver,2 in 1 Laptop,1.0,Intel,Core i3,1,512.0,8,DDR4,1.7,Windows 10,1,35.56,1920.0,5.0,1.56,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
54490.0,Platinum Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.2,Windows 10 Home,0,39.62,1920.0,5.0,1.7,Not Available
135990.0,Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,4.6,Windows 10 Home,0,39.62,2560.0,5.1,2.25,Not Available
49990.0,Platinum Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Quad Core,1,512.0,8,DDR4,2.1,Windows 11 Home,0,39.62,1920.0,5.0,1.8,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
67990.0,Black,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
58990.0,Indie Black,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 10 Home,0,35.56,1920.0,5.0,1.4,Not Available
35990.0,Slate Grey,Laptop,1.0,Intel,Core i3,0,0.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1366.0,4.2,1.8,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
49990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,1.0,Windows 10 Home,0,39.62,1920.0,4.1,1.8,Not Available
66990.0,Star Black,Gaming Laptop,0.0,Intel,Core i7,1,256.0,16,DDR4,2.2,Windows 10 Home,0,39.62,1920.0,5.0,2.14,Not Available
39990.0,Transparent Silver,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,3.0,Windows 11 Home,0,35.81,1920.0,4.1,1.6,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
115990.0,Grey,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,4.6,Windows 10 Home,0,39.62,1920.0,5.1,2.25,Not Available
53290.0,Pure Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,256.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.1,1.65,Not Available
174990.0,Space Grey,Thin and Light Laptop,0.0,Intel,Core i5,1,1024.0,16,LPDDR4X,2.0,Mac OS Catalina,0,33.02,2560.0,5.0,1.4,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
82990.0,Black Plastic,Gaming Laptop,0.0,Intel,Core i5,1,1024.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,2.3,Not Available
54990.0,Star Black,Gaming Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.14,Not Available
103990.0,Gold,Thin and Light Laptop,0.0,Apple,M1,1,512.0,8,DDR4,4.1,Mac OS Big Sur,0,33.78,2560.0,5.0,1.29,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
75446.0,Neutral Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,16,DDR4,4.5,Windows 11 Home,0,35.56,2880.0,5.2,1.5,Not Available
58990.0,Natural Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,4.0,Windows 10 Home,0,35.56,1920.0,5.2,1.41,Not Available
39990.0,Natural Silver,Thin and Light Laptop,1.0,AMD,Ryzen 3 Quad Core,1,512.0,8,DDR4,3.8,Windows 11 Home,0,35.56,1920.0,4.2,2.25,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
59890.0,Natural Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,16,DDR4,4.0,Windows 10 Home,0,35.56,1920.0,5.2,1.41,Not Available
59490.0,Titan Grey,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.4,Windows 10,0,35.56,1920.0,5.0,1.5,Not Available
105629.0,Ponder Blue,Thin and Light Laptop,1.0,Intel,Core i7,1,512.0,16,LPDDR5,2.1,Windows 11 Home,0,35.56,2880.0,5.2,1.39,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
49990.0,Indie Black,2 in 1 Laptop,1.0,Intel,Core i3,1,256.0,8,LPDDR4X,4.1,Windows 11 Home,1,35.56,1920.0,5.0,1.5,Not Available
61990.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,1.0,Windows 10 Home,0,35.56,1920.0,5.0,1.49,Not Available
47650.0,Transparent Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 10 Home,0,39.62,1920.0,4.2,1.8,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
41990.0,Dune,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 10,0,35.56,1920.0,4.1,1.58,Not Available
50990.0,Arctic Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.2,Windows 11 Home,0,35.56,1920.0,5.0,1.43,Not Available
30900.0,Slate Grey,Laptop,0.0,Intel,Core i3,0,0.0,8,DDR4,2.1,Windows 10 Home,0,35.81,1366.0,4.1,1.6,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
53990.0,Transparent Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,2.1,Windows 10 Home,0,39.62,1920.0,5.0,1.8,Not Available
61990.0,Natural Silver,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,4.5,Windows 11 Home,0,39.62,1920.0,5.2,1.75,Not Available
47990.0,Natural Silver,Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.4,Windows 11 Home,0,39.62,1920.0,4.2,1.5,Not Available
67990.0,Phantom Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.3,Not Available
44900.0,Transparent Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Quad Core,1,512.0,8,DDR4,2.6,Windows 11 Home,0,39.62,720.0,5.0,2.12,Not Available
56990.0,Graphite Grey,Thin and Light Laptop,1.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,35.56,1920.0,5.1,1.39,Not Available
63990.0,Onyx Black,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,256.0,8,DDR4,3.0,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
139990.0,Carbon Gray,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,5.1,1.7,Not Available
39390.0,Platinum Silver,Thin and Light Laptop,1.0,AMD,Ryzen 3 Dual Core,1,256.0,8,DDR4,2.6,Windows 10,0,39.62,1920.0,5.0,1.8,Not Available
71990.0,Graphite Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.7,Windows 10 Home,0,43.94,1920.0,5.2,2.6,Not Available
36990.0,Platinum Grey,Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,2.4,Windows 11 Home,0,39.62,1920.0,5.0,1.49,Not Available
109990.0,Mica Silver,Gaming Laptop,0.0,AMD,Ryzen 7 Octa Core,1,1024.0,16,DDR4,4.4,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
69990.0,Platinum Silver,2 in 1 Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,1.7,Windows 10,1,35.56,1920.0,5.0,1.56,Not Available
345390.0,Lunar Light,Gaming Laptop,1.0,Intel,Core i9,1,1024.0,32,DDR4,2.4,Windows 10 Home,0,39.62,3840.0,5.0,2.5,Not Available
45990.0,Black,Thin and Light Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 11 Home,0,35.56,1920.0,5.0,1.4,Not Available
54990.0,Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.4,Windows 10 Home,0,39.62,1920.0,5.0,2.15,Not Available
46990.0,Carbon Gray,Thin and Light Laptop,0.0,Intel,Core i3,1,512.0,8,DDR4,2.1,Windows 10 Home,0,35.56,1920.0,5.0,1.3,Not Available
35990.0,Carbon Gray,Thin and Light Laptop,0.0,Intel,Core i3,1,512.0,8,DDR4,3.0,Windows 10 Home,0,35.56,1920.0,5.1,1.3,Not Available
43199.0,Dark Ash,Laptop,0.0,Intel,Core i3,1,512.0,8,DDR4,2.4,Windows 11 Home,0,39.62,1920.0,5.0,1.27,Not Available
58990.0,Black,Gaming Laptop,0.0,Intel,Hexa Core i5,1,256.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.1,1.86,Not Available
48990.0,Carbon Black,Thin and Light Laptop,1.0,Intel,Core i3,1,256.0,8,DDR4,4.1,Windows 11 Home,0,39.62,1920.0,5.0,2.3,Not Available
58990.0,Shadow Black & Ultra Violet,Gaming Laptop,0.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.4,Windows 11 Home,0,39.62,1920.0,5.2,1.98,Not Available
52632.0,Platinum Silver,Thin and Light Laptop,1.0,AMD,Ryzen 3 Dual Core,0,0.0,8,DDR4,2.6,Windows 10 Home,0,39.62,1920.0,5.0,2.37,Not Available
61990.0,Onyx Black,Gaming Laptop,0.0,Intel,Core i5,1,512.0,8,DDR4,2.5,Windows 10 Home,0,39.62,1920.0,5.0,2.2,Not Available
51990.0,Pure Silver,Thin and Light Laptop,1.0,AMD,Ryzen 5 Hexa Core,1,512.0,8,DDR4,2.1,Windows 11 Home,0,39.62,1920.0,5.1,1.76,Not Available
179990.0,Black,Gaming Laptop,0.0,Intel,Core i7,1,1024.0,16,DDR4,3.0,Windows 11 Home,0,39.62,2560.0,5.2,2.47,Not Available
